[2022-06-08 17:01:36.128]	local.info	initialize/init.go:15	log init success!
[2022-06-10 21:31:36.036]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 21:36:57.141]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 21:38:05.451]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 21:41:17.095]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 21:49:48.822]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 21:55:52.901]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 22:10:27.317]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 22:11:05.415]	local.info	initialize/gorm.go:56	register table success

[2022-06-09 08:58:59.016]	local.info	initialize/gorm.go:56	register table success
[2022-06-09 08:59:15.457]	local.info	utils/oss.go:51	bucket: douyin-demokey: root/public/bear.mp4Hash: FskLRKlu0IDBpsjOiIikClqqp-fKName: null
[2022-06-09 09:00:20.899]	local.info	initialize/gorm.go:56	register table success
[2022-06-09 09:00:26.458]	local.info	utils/oss.go:50	bucket: douyin-demokey: root/public/bear.mp4Hash: FskLRKlu0IDBpsjOiIikClqqp-fKName: null
[2022-06-09 09:00:26.459]	local.info	utils/oss.go:54	Publish video url: http://rceumi5re.bkt.gdipper.comroot/public/bear.mp4
[2022-06-10 08:12:34.262]	local.info	initialize/gorm.go:56	register table success

[2022-06-11 22:23:07.506]	local.error	initialize/gorm.go:32	Error 1049: Unknown database 'dy_database'
[2022-06-11 22:23:33.088]	local.error	initialize/gorm.go:32	Error 1049: Unknown database 'dy_database'
[2022-06-11 22:24:30.628]	local.info	initialize/gorm.go:56	register table success
[2022-06-11 23:35:17.168]	local.info	initialize/gorm.go:56	register table success
[2022-06-11 23:46:38.567]	local.info	initialize/gorm.go:56	register table success
[2022-06-11 23:56:51.341]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 00:02:42.170]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 00:37:21.298]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 00:37:51.978]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 00:38:06.628]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 00:46:57.700]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 00:46:59.311]	local.error	service/user.go:103	error information
[2022-06-10 16:54:35.842]	local.error	initialize/gorm.go:32	Error 1045: Access denied for user 'root'@'localhost' (using password: YES)
[2022-06-10 16:55:43.447]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:02:24.455]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:03:52.743]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:03:54.461]	local.error	controller/publish.go:36		{"error": "标题不能为空"}
[2022-06-10 17:08:41.728]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:08:47.768]	local.info	utils/oss.go:50	bucket: douyin-demokey: root/public/bear.mp4Hash: FskLRKlu0IDBpsjOiIikClqqp-fKName: null
[2022-06-10 17:08:47.768]	local.info	utils/oss.go:54	Publish video url: http://rceumi5re.bkt.gdipper.com/root/public/bear.mp4
[2022-06-10 17:17:01.133]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:23:55.177]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:26:22.741]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:29:48.776]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:33:38.937]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:37:37.500]	local.info	initialize/gorm.go:56	register table success
[2022-06-10 17:53:26.667]	local.info	initialize/gorm.go:56	register table success


[2022-06-11 18:49:08.862]	local.info	initialize/gorm.go:56	register table success
[2022-06-11 18:53:32.754]	local.info	utils/oss.go:50	bucket: douyin-demokey: root/public/bear.mp4Hash: FskLRKlu0IDBpsjOiIikClqqp-fKName: null
[2022-06-11 18:53:32.756]	local.info	utils/oss.go:54	Publish video url: http://rceumi5re.bkt.gdipper.com/root/public/bear.mp4
[2022-06-11 19:03:57.399]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 12:37:16.370]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 12:37:52.012]	local.info	utils/oss.go:50	bucket: douyin-demokey: root/public/bear.mp4Hash: FskLRKlu0IDBpsjOiIikClqqp-fKName: null
[2022-06-12 12:37:52.012]	local.info	utils/oss.go:54	Publish video url: http://rceumi5re.bkt.gdipper.com/root/public/bear.mp4
[2022-06-12 12:50:56.140]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 12:51:07.452]	local.info	utils/oss.go:50	bucket: douyin-demokey: root/public/bear.mp4Hash: FskLRKlu0IDBpsjOiIikClqqp-fKName: null
[2022-06-12 12:51:07.452]	local.info	utils/oss.go:54	Publish video url: http://rceumi5re.bkt.gdipper.com/root/public/bear.mp4
[2022-06-12 12:54:10.277]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 12:58:35.788]	local.info	utils/oss.go:50	bucket: douyin-demokey: root/public/bear.mp4Hash: FskLRKlu0IDBpsjOiIikClqqp-fKName: null
[2022-06-12 12:58:35.789]	local.info	utils/oss.go:54	Publish video url: http://rceumi5re.bkt.gdipper.com/root/public/bear.mp4
[2022-06-12 13:00:38.533]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 13:03:02.447]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 13:07:01.814]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 13:21:07.231]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 13:26:11.913]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 13:27:43.083]	local.info	initialize/gorm.go:56	register table success
[2022-06-12 13:29:26.792]	local.info	utils/oss.go:50	bucket: douyin-demokey: root/public/VID_20190121_190403.mp4Hash: lq5E_n3cOd8NbkiI2yyYJHy5Ln1NName: null
[2022-06-12 13:29:26.793]	local.info	utils/oss.go:54	Publish video url: http://rceumi5re.bkt.gdipper.com/root/public/VID_20190121_190403.mp4

